Stock Number,Days,Year,Model,VIN,Trim,Model Code,Cylinders,Trans,Color,Color Code,MSRP,Invoice,E-Price,Model Code_Key,SKU,KBB AVAIL,KBB_HIGH,KBB_FAIR,KBB_LOW,Strategy,+/-,Color DS,BASE E-Price,Age Discount,DEMO Discount,Accessories,Accessories Cost,E-Price2,DC_CASH,DC_LEASE,DC_FINANCE,,
HM202169,55,2020,CRVHYB,7FART6H82LE024919,HYBRID EXL,RT6H8LJNW,4,AUTO,GY,BK,33970,31945.89,"$31,553",RT6H8LJNW,RT6H8LJNWGY/BK,YES,33572,32562.5,31553.0,L,-1,NO SALES,31553.0,0,0,-,0,"$31,553",500.0,0.0,0.0,,
HM202176,55,2020,CRV,2HKRW2H5XLH699484,AWD EX-T,RW2H5LJW,4,AUTO,SI,BK,30280,28491.68,"$27,418",RW2H5LJW,RW2H5LJWSI/BK,YES,29555,28486.5,27418.0,L,31,17.14,27418.0,0,0,-,0,"$27,418",500.0,500.0,0.0,,
HM210196,55,2021,CIVIC,2HGFC2F64MH505440,4D LX,FC2F6MEW,4,AUTO,WY,IV,22400,21406.74,"$21,407",FC2F6MEW+,FC2F6MEW+WY/IV,NO,22400,21903.5,21407.0,L,-7,NO SALES,21407.0,0,0,-,0,"$21,407",0.0,500.0,0.0,,
HM210197,55,2021,CIVIC,2HGFC2F68MH505425,4D LX,FC2F6MEW,4,AUTO,WX,BK,22400,21406.74,"$21,407",FC2F6MEW+,FC2F6MEW+WX/BK,NO,22400,21903.5,21407.0,L,-7,NO SALES,21407.0,0,0,-,0,"$21,407",0.0,500.0,0.0,,
HM210203,55,2021,CIVIC,2HGFC2F84MH504497,4D SPORT,FC2F8MEW,4,AUTO,WX,BK,24200,23001.58,"$22,752",FC2F8MEW+,FC2F8MEW+WX/BK,NO,24200,23601,23002.0,L_LESS_250,-5,NO SALES,22752,0,0,-,0,"$22,752",0.0,500.0,0.0,,
HM210218,55,2021,ACCORD,1HGCV1F3XMA009263,4D SPORT-T,CV1F3MEW,4,AUTO,WX,BK,28580,26861.62,"$26,112",CV1F3MEW+,CV1F3MEW+WX/BK,NO,28580,27721,26862.0,l_Less_750,-8,NO SALES,26112,0,0,-,0,"$26,112",0.0,500.0,0.0,,
HM202190S,54,2020,CRV,2HKRW2H24LH653039,AWD LX-T,RW2H2LEW,4,AUTO,WY,IV,27670,25248.21,"$24,885",RW2H2LEW,RW2H2LEWWY/IV,YES,26834,25859.5,24885.0,L,3,NO SALES,24885.0,0,0,-,0,"$24,885",500.0,500.0,0.0,,
HM202180,51,2020,CRV,2HKRW2H88LH700707,AWD EXL-T,RW2H8LJNW,4,AUTO,WX,BK,32770,30822.57,"$29,622",RW2H8LJNW,RW2H8LJNWWX/BK,YES,31931,30776.5,29622.0,L,3,120.00,29622.0,0,0,-,0,"$29,622",500.0,500.0,0.0,,
HM202185,51,2020,CRV,2HKRW2H81LH700502,AWD EXL-T,RW2H8LJNW,4,AUTO,SV,GR,32770,30822.57,"$29,622",RW2H8LJNW,RW2H8LJNWSV/GR,YES,31931,30776.5,29622.0,L,3,120.00,29622.0,0,0,-,0,"$29,622",500.0,500.0,0.0,,
HM202186,51,2020,CRV,2HKRW2H83LH700484,AWD EXL-T,RW2H8LJNW,4,AUTO,SV,GR,32770,30822.57,"$29,622",RW2H8LJNW,RW2H8LJNWSV/GR,YES,31931,30776.5,29622.0,L,3,120.00,29622.0,0,0,-,0,"$29,622",500.0,500.0,0.0,,
HM202187,51,2020,CRV,2HKRW2H87LH700634,AWD EXL-T,RW2H8LJNW,4,AUTO,WX,BK,32770,30822.57,"$29,622",RW2H8LJNW,RW2H8LJNWWX/BK,YES,31931,30776.5,29622.0,L,3,120.00,29622.0,0,0,-,0,"$29,622",500.0,500.0,0.0,,
HM210215,51,2021,CIVIC,19XFC1F38ME001094,4D EX-T,FC1F3MJW,4,AUTO,GY,BK,25155,23905.25,"$23,905",FC1F3MJW,FC1F3MJWGY/BK,NO,25155,24530,23905.0,L,-2,NO SALES,23905.0,0,0,-,0,"$23,905",0.0,500.0,0.0,,
HM210216,51,2021,CIVIC,19XFC1F36ME000848,4D EX-T,FC1F3MJW,4,AUTO,BI,GR,25550,24279.02,"$24,029",FC1F3MJW+,FC1F3MJW+BI/GR,NO,25550,24914.5,24279.0,L_LESS_250,-5,NO SALES,24029,0,0,-,0,"$24,029",0.0,500.0,0.0,,
HM210217,51,2021,CIVIC,19XFC1F38ME000205,4D EX-T,FC1F3MJW,4,AUTO,WX,BK,25550,24279.02,"$24,029",FC1F3MJW+,FC1F3MJW+WX/BK,NO,25550,24914.5,24279.0,L_LESS_250,-5,NO SALES,24029,0,0,-,0,"$24,029",0.0,500.0,0.0,,
HM210238,51,2021,CIVIC,2HGFC2F65MH509237,4D LX,FC2F6MEW,4,AUTO,WX,BK,22400,21406.74,"$21,407",FC2F6MEW+,FC2F6MEW+WX/BK,NO,22400,21903.5,21407.0,L,-7,NO SALES,21407.0,0,0,-,0,"$21,407",0.0,500.0,0.0,,
HM202192S,51,2020,CIVIC,19XFC1F30LE022889,4D EX-T,FC1F3LJW,4,AUTO,BI,GR,24905,22364.66,"$22,401",FC1F3LJW,FC1F3LJWBI/GR,YES,24234,23317.5,22401.0,L,3,NO SALES,22401.0,0,0,-,0,"$22,401",0.0,500.0,0.0,,
HM202148,50,2020,RIDGELINE,5FPYK3F14LB025379,AWD SPORT,YK3F1LEW,6,AUTO,WX,BK,37260,34158.33,"$34,183",YK3F1LEW,YK3F1LEWWX/BK,YES,36324,34896.5,33469.0,FL,0,240.00,34182.75,0,0,-,0,"$34,183",0.0,0.0,0.0,,
HM210163,50,2021,PASSPORT,5FNYF8H51MB004050,AWD EXL,YF8H5MJNW,6,AUTO,SI,BK,39730,37109.19,"$37,445",YF8H5MJNW,YF8H5MJNWSI/BK,YES,38841,37444.5,36048.0,F,1,NO SALES,37444.5,0,0,-,0,"$37,445",0.0,500.0,0.0,,
HM210198,50,2021,CIVICH,SHHFK7H46MU201525,SPORT,FK7H4MEW,4,AUTO,BK,BK,24855,23621.38,"$23,621",FK7H4MEW,FK7H4MEWBK/BK,NO,24855,24238,23621.0,L,-6,300.00,23621.0,0,0,-,0,"$23,621",0.0,500.0,0.0,,
HM210201,50,2021,CIVICH,SHHFK7H48MU202353,SPORT,FK7H4MEW,4,AUTO,SI,BK,24855,23621.38,"$23,621",FK7H4MEW,FK7H4MEWSI/BK,NO,24855,24238,23621.0,L,-6,NO SALES,23621.0,0,0,-,0,"$23,621",0.0,500.0,0.0,,
HM210204,50,2021,CIVICH,SHHFK7H61MU202552,EX,FK7H6MJW,4,AUTO,SI,BK,25455,24189.13,"$24,189",FK7H6MJW,FK7H6MJWSI/BK,NO,25455,24822,24189.0,L,-4,60.00,24189.0,0,0,-,0,"$24,189",0.0,500.0,0.0,,
HM202183,49,2020,CRVHYB,7FART6H51LE026084,HYBRID EX,RT6H5LJW,4,AUTO,SV,GR,31480,29615,"$29,213",RT6H5LJW,RT6H5LJWSV/GR,YES,31088,30150.5,29213.0,L,1,60.00,29213.0,0,0,-,0,"$29,213",500.0,0.0,0.0,,
HM210202,49,2021,CIVICH,SHHFK7H4XMU202774,SPORT,FK7H4MEW,4,AUTO,BK,BK,24855,23621.38,"$23,621",FK7H4MEW,FK7H4MEWBK/BK,NO,24855,24238,23621.0,L,-6,300.00,23621.0,0,0,-,0,"$23,621",0.0,500.0,0.0,,
HM210223,49,2021,ODYSSEY,5FNRL6H71MB026956,EXL,RL6H7MJXW,6,AUTO,WY,BE,39975,37337.24,"$35,766",RL6H7MJXW+,RL6H7MJXW+WY/BE,YES,38785,37275.5,35766.0,L,-3,NO SALES,35766.0,0,0,-,0,"$35,766",0.0,1000.0,0.0,,
HM210241,49,2021,CIVIC,2HGFC2F63MH509012,4D LX,FC2F6MEW,4,AUTO,BT,BK,22005,21032.97,"$21,276",FC2F6MEW,FC2F6MEWBT/BK,NO,22005,21519,21033.0,FL,-4,NO SALES,21276,0,0,-,0,"$21,276",0.0,500.0,0.0,,
HM210243,49,2021,CIVIC,2HGFC2F68MH510589,4D LX,FC2F6MEW,4,AUTO,WX,BK,22400,21406.74,"$21,407",FC2F6MEW+,FC2F6MEW+WX/BK,NO,22400,21903.5,21407.0,L,-7,NO SALES,21407.0,0,0,-,0,"$21,407",0.0,500.0,0.0,,
HM210245,49,2021,ACCORD HYBRID,1HGCV3F18MA001401,HYBRID,CV3F1MEW,4,AUTO,RN,IV,27720,26464.12,"$26,464",CV3F1MEW+,CV3F1MEW+RN/IV,NO,27720,27092,26464.0,L,-1,NO SALES,26464.0,0,0,-,0,"$26,464",0.0,500.0,500.0,,
HM210110,48,2021,HRV,3CZRU6H97MM700984,AWD TRG,RU6H9MKNW,4,AUTO,GY,BK,30260,28294.51,"$28,295",RU6H9MKNW,RU6H9MKNWGY/BK,NO,30260,29277.5,28295.0,L,-1,NO SALES,28295.0,0,0,-,0,"$28,295",0.0,750.0,0.0,,
HM210124,48,2021,HRV,3CZRU6H57MM701789,AWD EX,RU6H5MJW,4,AUTO,WX,BK,27235,25882.32,"$25,063",RU6H5MJW+,RU6H5MJW+WX/BK,YES,26698,25880.5,25063.0,L,-3,NO SALES,25063.0,0,0,-,0,"$25,063",0.0,750.0,0.0,,
HM210126,48,2021,HRV,3CZRU6H78MM703388,AWD EXL,RU6H7MJNW,4,AUTO,BK,BT,28440,27022.55,"$26,657",RU6H7MJNW,RU6H7MJNWBT/BK,YES,28362,27509.5,26657.0,L,-5,NO SALES,26657.0,0,0,-,0,"$26,657",0.0,750.0,0.0,,
HM210127,48,2021,HRV,3CZRU6H74MM700553,AWD EXL,RU6H7MJNW,4,AUTO,WX,BK,28835,27396.32,"$27,027",RU6H7MJNW+,RU6H7MJNW+WX/BK,YES,28756,27891.5,27027.0,L,-4,NO SALES,27027.0,0,0,-,0,"$27,027",0.0,750.0,0.0,,
HM210131,48,2021,HRV,3CZRU6H52MM704406,AWD EX,RU6H5MJW,4,AUTO,BK,BK,26840,25508.55,"$24,700",RU6H5MJW,RU6H5MJWBK/BK,YES,26311,25505.5,24700.0,L,-4,NO SALES,24700.0,0,0,-,0,"$24,700",0.0,750.0,0.0,,
HM210134,48,2021,HRV,3CZRU6H57MM704434,AWD EX,RU6H5MJW,4,AUTO,BK,BK,26840,25508.55,"$24,700",RU6H5MJW,RU6H5MJWBK/BK,YES,26311,25505.5,24700.0,L,-4,NO SALES,24700.0,0,0,-,0,"$24,700",0.0,750.0,0.0,,
HM210137,48,2021,HRV,3CZRU6H77MM704323,AWD EXL,RU6H7LJNW,4,AUTO,WY,GR,28835,27396.32,"$27,027",RU6H7MJNW+,RU6H7MJNW+WY/GR,YES,28756,27891.5,27027.0,L,-4,NO SALES,27027.0,0,0,-,0,"$27,027",0.0,750.0,0.0,,
HM210141,48,2021,HRV,3CZRU6H59MM705164,AWD EX,RU6H5MJW,4,AUTO,BK,BK,26840,25508.55,"$24,700",RU6H5MJW,RU6H5MJWBK/BK,YES,26311,25505.5,24700.0,L,-4,NO SALES,24700.0,0,0,-,0,"$24,700",0.0,750.0,0.0,,
HM210142,48,2021,HRV,3CZRU6H57MM705177,AWD EX,RU6H5MJW,4,AUTO,BK,BK,26840,25508.55,"$24,700",RU6H5MJW,RU6H5MJWBK/BK,YES,26311,25505.5,24700.0,L,-4,NO SALES,24700.0,0,0,-,0,"$24,700",0.0,750.0,0.0,,
HM210144,48,2021,HRV,3CZRU6H71MM704446,AWD EXL,RU6H7MJNW,4,AUTO,WY,GR,28835,27396.32,"$27,027",RU6H7MJNW+,RU6H7MJNW+WY/GR,YES,28756,27891.5,27027.0,L,-4,NO SALES,27027.0,0,0,-,0,"$27,027",0.0,750.0,0.0,,
HM210155,48,2021,HRV,3CZRU6H53MM705208,AWD EX,RU6H5MJW,4,AUTO,SI,BK,26840,25508.55,"$24,700",RU6H5MJW,RU6H5MJWSI/BK,YES,26311,25505.5,24700.0,L,-4,60.00,24700.0,0,0,-,0,"$24,700",0.0,750.0,0.0,,
HM202188,47,2020,CRVHYB,7FART6H8XLE026241,HYBRID EXL,RT6H8LJNW,4,AUTO,BK,BK,33970,31945.89,"$31,553",RT6H8LJNW,RT6H8LJNWBK/BK,YES,33572,32562.5,31553.0,L,-1,NO SALES,31553.0,0,0,-,0,"$31,553",500.0,0.0,0.0,,
HM210151,47,2021,PILOT,5FNYF6H30MB031002,AWD EX,YF6H3MEXW,6,AUTO,SX,GR,38050,34878.89,"$34,830",YF6H3MEXW,YF6H3MEXWSX/GR,YES,36372,34829.5,33287.0,F,0,180.00,34829.5,0,0,-,0,"$34,830",1250.0,0.0,0.0,,
HM210157,47,2021,ODYSSEY,5FNRL6H73MB023847,EXL,RL6H7MJXW,6,AUTO,RX,BE,39975,37337.24,"$35,766",RL6H7MJXW+,RL6H7MJXW+RX/BE,YES,38785,37275.5,35766.0,L,-3,NO SALES,35766.0,0,0,-,0,"$35,766",0.0,1000.0,0.0,,
HM210161,47,2021,ODYSSEY,5FNRL6H51MB024042,EX,RL6H5MEXW,6,AUTO,SV,BN,36310,33925.85,"$32,539",RL6H5MEXW,RL6H5MEXWSV/BN,YES,35278,33908.5,32539.0,L,-5,NO SALES,32539.0,0,0,-,0,"$32,539",0.0,1000.0,0.0,,
HM210166,47,2021,PILOT,5FNYF6H35MB032467,AWD EX,YF6H3MEXW,6,AUTO,SX,GR,38050,34878.89,"$34,830",YF6H3MEXW,YF6H3MEXWSX/GR,YES,36372,34829.5,33287.0,F,0,180.00,34829.5,0,0,-,0,"$34,830",1250.0,0.0,0.0,,
HM210168,47,2021,PILOT,5FNYF6H52MB032525,AWD EXL,YF6H5MJNW,6,AUTO,GX,GR,41480,38007.4,"$36,348",YF6H5MJNW,YF6H5MJNWGX/GR,YES,39717,38032.5,36348.0,L,1,NO SALES,36348.0,0,0,-,0,"$36,348",1250.0,0.0,0.0,,
HM210248,47,2021,CRV,2HKRW2H89MH601203,AWD EXL-T,RW2H8MJNW,4,AUTO,GY,BK,33070,31074.6,"$31,075",RW2H8MJNW,RW2H8MJNWGY/BK,NO,33070,32072.5,31075.0,L,-11,300.00,31075.0,0,0,-,0,"$31,075",0.0,500.0,0.0,,
HM210181,44,2021,PASSPORT,5FNYF8H09MB004706,AWD ELITE,YF8H0MKNW,6,AUTO,WX,BK,45495,41795.76,"$42,323",YF8H0MKNW+,YF8H0MKNW+WX/BK,YES,43922,42322.5,40723.0,F,-2,NO SALES,42322.5,0,0,-,0,"$42,323",0.0,500.0,0.0,,
HM210195,44,2021,PILOT,5FNYF6H55MB034060,AWD EXL,YF6H5MJNW,6,AUTO,GX,GR,41480,38007.4,"$36,348",YF6H5MJNW,YF6H5MJNWGX/GR,YES,39717,38032.5,36348.0,L,1,NO SALES,36348.0,0,0,-,0,"$36,348",1250.0,0.0,0.0,,
HM210242,44,2021,PASSPORT,5FNYF8H02MB005597,AWD ELITE,YF8H0MKNW,6,AUTO,BR,BK,45495,41795.76,"$42,073",YF8H0MKNW+,YF8H0MKNW+BR/BK,YES,43922,42322.5,40723.0,F,-2,NO SALES,42322.5,0,250,-,0,"$42,073",0.0,500.0,0.0,,
HM210244,44,2021,PASSPORT,5FNYF8H57MB005834,AWD EXL,YF8H5MJNW,6,AUTO,GX,GR,39730,37109.19,"$37,445",YF8H5MJNW,YF8H5MJNWGX/GR,YES,38841,37444.5,36048.0,F,1,60.00,37444.5,0,0,-,0,"$37,445",0.0,500.0,0.0,,
HM210255,44,2021,CIVIC,2HGFC2F82MH511934,4D SPORT,FC2F8MEW,4,AUTO,WX,BK,24200,23001.58,"$22,752",FC2F8MEW+,FC2F8MEW+WX/BK,NO,24200,23601,23002.0,L_LESS_250,-5,NO SALES,22752,0,0,-,0,"$22,752",0.0,500.0,0.0,,
HM210260,44,2021,ACCORD,1HGCV1F37MA014713,4D SPORT-T,CV1F3MEW,4,AUTO,BM,BK,28580,26861.62,"$26,112",CV1F3MEW+,CV1F3MEW+BM/BK,NO,28580,27721,26862.0,l_Less_750,-8,NO SALES,26112,0,0,-,0,"$26,112",0.0,500.0,0.0,,
HM210261,44,2021,CRV,2HKRW2H52MH602540,AWD EX-T,RW2H5MJW,4,AUTO,GY,BK,30480,28650.49,"$28,650",RW2H5MJW,RW2H5MJWGY/BK,NO,30480,29565,28650.0,L,-14,600.00,28650.0,0,0,-,0,"$28,650",0.0,500.0,0.0,,
HM210262,44,2021,CRV,2HKRW2H5XMH602785,AWD EX-T,RW2H5MJW,4,AUTO,WY,IV,30875,29020.19,"$29,020",RW2H5MJW+,RW2H5MJW+WY/IV,NO,30875,29947.5,29020.0,L,-18,60.00,29020.0,0,0,-,0,"$29,020",0.0,500.0,0.0,,
HM210275,44,2021,CRV,2HKRW2H87MH602642,AWD EXL-T,RW2H8MJNW,4,AUTO,WY,IV,33465,31444.3,"$31,444",RW2H8MJNW+,RW2H8MJNW+WY/IV,NO,33465,32454.5,31444.0,L,-11,NO SALES,31444.0,0,0,-,0,"$31,444",0.0,500.0,0.0,,
HM202089,42,2020,FIT,3HGGK5H49LM731946,LX,GK5H4LEW,4,AUTO,WX,BK,17945,17494.33,"$15,525",GK5H4LEW,GK5H4LEWWX/BK,YES,17550,17037.5,16525.0,L_Less_1000,-7,NO SALES,15525,0,0,-,0,"$15,525",500.0,0.0,0.0,,
HM210236,42,2021,PASSPORT,5FNYF8H25MB005434,AWD SPORT,YF8H2MEW,6,AUTO,WX,BK,36105,33735.04,"$33,390",YF8H2MEW+,YF8H2MEW+WX/BK,YES,35294,34024.5,32755.0,FL,-1,NO SALES,33389.75,0,0,-,0,"$33,390",0.0,500.0,0.0,,
HM210237,42,2021,PASSPORT,5FNYF8H0XMB005539,AWD ELITE,YF8H0MKNW,6,AUTO,BK,BK,45100,41428.09,"$41,706",YF8H0MKNW,YF8H0MKNWBK/BK,YES,43541,41955.5,40370.0,F,0,30.00,41955.5,0,250,-,0,"$41,706",0.0,500.0,0.0,,
HM210253,42,2021,PILOT,5FNYF6H51MB036565,AWD EXL,YF6H5MJNW,6,AUTO,WY,BE,41875,38367.68,"$36,444",YF6H5MJNW+,YF6H5MJNW+WY/BE,YES,40095,38394.5,36694.0,L_LESS_250,-4,360.00,36444,0,0,-,0,"$36,444",1250.0,0.0,0.0,,
HM210254,42,2021,PILOT,5FNYF6H51MB036579,AWD EXL,YF6H5MJNW,6,AUTO,WY,BE,41875,38367.68,"$36,444",YF6H5MJNW+,YF6H5MJNW+WY/BE,YES,40095,38394.5,36694.0,L_LESS_250,-4,360.00,36444,0,0,-,0,"$36,444",1250.0,0.0,0.0,,
HM210272,42,2021,ACCORD,1HGCV1F30MA015900,4D SPORT-T,CV1F3MEW,4,AUTO,WX,BK,28580,26861.62,"$26,112",CV1F3MEW+,CV1F3MEW+WX/BK,NO,28580,27721,26862.0,l_Less_750,-8,NO SALES,26112,0,0,-,0,"$26,112",0.0,500.0,0.0,,
HM210273,42,2021,CRV,2HKRW2H55MH603617,AWD EX-T,RW2H5MJW,4,AUTO,GA,BK,30875,29020.19,"$29,020",RW2H5MJW+,RW2H5MJW+GA/BK,NO,30875,29947.5,29020.0,L,-18,NO SALES,29020.0,0,0,-,0,"$29,020",0.0,500.0,0.0,,
HM210274,42,2021,CRV,2HKRW2H88MH603038,AWD EXL-T,RW2H8MJNW,4,AUTO,GY,BK,33070,31074.6,"$31,075",RW2H8MJNW,RW2H8MJNWGY/BK,NO,33070,32072.5,31075.0,L,-11,300.00,31075.0,0,0,-,0,"$31,075",0.0,500.0,0.0,,
HM210276,42,2021,CRV,2HKRW2H98MH602903,AWD TRG-T,RW2H9MKNW,4,AUTO,GX,GR,36270,33526.58,"$33,527",RW2H9MKNW,RW2H9MKNWGX/GR,NO,36270,34898.5,33527.0,L,-8,NO SALES,33527.0,0,0,-,0,"$33,527",0.0,500.0,0.0,,
HM210277,42,2021,CRVHYB,7FART6H91ME000900,HYBRID TRG,RT6H9MKNW,4,AUTO,GY,BK,37470,34631.18,"$36,051",RT6H9MKNW,RT6H9MKNWGY/BK,NO,37470,36050.5,34631.0,F,-4,NO SALES,36050.5,0,0,-,0,"$36,051",0.0,500.0,0.0,,
HM210279,42,2021,CRV,2HKRW2H53MH604152,AWD EX-T,RW2H5MJW,4,AUTO,GY,BK,30480,28650.49,"$28,650",RW2H5MJW,RW2H5MJWGY/BK,NO,30480,29565,28650.0,L,-14,600.00,28650.0,0,0,-,0,"$28,650",0.0,500.0,0.0,,
HM210285,42,2021,CRV,2HKRW2H57MH604168,AWD EX-T,RW2H5MJW,4,AUTO,GY,BK,30480,28650.49,"$28,650",RW2H5MJW,RW2H5MJWGY/BK,NO,30480,29565,28650.0,L,-14,600.00,28650.0,0,0,-,0,"$28,650",0.0,500.0,0.0,,
HM210287,42,2021,CRV,2HKRW2H85MH604647,AWD EXL-T,RW2H8MJNW,4,AUTO,SX,GR,33070,31074.6,"$31,075",RW2H8MJNW,RW2H8MJNWSX/GR,NO,33070,32072.5,31075.0,L,-11,NO SALES,31075.0,0,0,-,0,"$31,075",0.0,500.0,0.0,,
HM210288,42,2021,ACCORD,1HGCV2F38MA004603,4D SPORT-2T,CV2F3MJW,4,AUTO,RF,BK,32865,30872.16,"$30,622",CV2F3MJW,CV2F3MJWRF/BK,NO,32865,31868.5,30872.0,L_LESS_250,-1,NO SALES,30622,0,0,-,0,"$30,622",0.0,500.0,0.0,,
HM210252,41,2021,PILOT,5FNYF6H54MB036589,AWD EXL,YF6H5MJNW,6,AUTO,WY,BE,41875,38367.68,"$36,444",YF6H5MJNW+,YF6H5MJNW+WY/BE,YES,40095,38394.5,36694.0,L_LESS_250,-4,360.00,36444,0,0,-,0,"$36,444",1250.0,0.0,0.0,,
HM210118,40,2021,HRV,3CZRU6H78MM702936,AWD EXL,RU6H7LJNW,4,AUTO,GY,BK,28440,27022.55,"$26,657",RU6H7MJNW,RU6H7MJNWGY/BK,YES,28362,27509.5,26657.0,L,-5,NO SALES,26657.0,0,0,-,0,"$26,657",0.0,750.0,0.0,,
HM210122,40,2021,HRV,3CZRU6H17MM703247,AWD SPORT,RU6H1MEW,4,AUTO,BK,BK,25590,24325.74,"$24,061",RU6H1MEW,RU6H1MEWBK/BK,YES,25596,24828.5,24061.0,L,-4,NO SALES,24061.0,0,0,-,0,"$24,061",0.0,750.0,0.0,,
HM210132,40,2021,HRV,3CZRU6H72MM704472,AWD EXL,RU6H7MJNW,4,AUTO,BK,BK,28440,27022.55,"$26,657",RU6H7MJNW,RU6H7MJNWBK/BK,YES,28362,27509.5,26657.0,L,-5,120.00,26657.0,0,0,-,0,"$26,657",0.0,750.0,0.0,,
HM210133,40,2021,HRV,3CZRU6H56MM703968,AWD EX,RU6H5MJW,4,AUTO,GY,BK,26840,25508.55,"$24,700",RU6H5MJW,RU6H5MJWGY/BK,YES,26311,25505.5,24700.0,L,-4,120.00,24700.0,0,0,-,0,"$24,700",0.0,750.0,0.0,,
HM210135,40,2021,HRV,3CZRU6H51MM704994,AWD EX,RU6H5MJW,4,AUTO,WY,GR,27235,25882.32,"$25,063",RU6H5MJW+,RU6H5MJW+WY/GR,YES,26698,25880.5,25063.0,L,-3,NO SALES,25063.0,0,0,-,0,"$25,063",0.0,750.0,0.0,,
HM210286,37,2021,CRV,7FARW2H50ME001176,AWD EX-T,RW2H5MJW,4,AUTO,GY,BK,30480,28650.49,"$28,650",RW2H5MJW,RW2H5MJWGY/BK,NO,30480,29565,28650.0,L,-14,600.00,28650.0,0,0,-,0,"$28,650",0.0,500.0,0.0,,
HM210292,37,2021,PASSPORT,5FNYF8H50MB006565,AWD EXL,YF8H5MJNW,6,AUTO,RX,GR,40125,37476.86,"$37,111",YF8H5MJNW+,YF8H5MJNW+RX/GR,YES,39227,37816.5,36406.0,FL,3,60.00,37111.25,0,0,-,0,"$37,111",0.0,500.0,0.0,,
HM210294,37,2021,CIVIC,2HGFC2F60MH515639,4D LX,FC2F6MEW,4,AUTO,WX,BK,22400,21406.74,"$21,407",FC2F6MEW+,FC2F6MEW+WX/BK,NO,22400,21903.5,21407.0,L,-7,NO SALES,21407.0,0,0,-,0,"$21,407",0.0,500.0,0.0,,
HM210295,37,2021,CIVIC,2HGFC2F60MH515804,4D LX,FC2F6MEW,4,AUTO,WY,IV,22400,21406.74,"$21,407",FC2F6MEW+,FC2F6MEW+WY/IV,NO,22400,21903.5,21407.0,L,-7,NO SALES,21407.0,0,0,-,0,"$21,407",0.0,500.0,0.0,,
HM210296,37,2021,ACCORD,1HGCV1F34MA017214,4D SPORT-T,CV1F3MEW,4,AUTO,RF,BK,28185,26491.92,"$25,992",CV1F3MEW,CV1F3MEWRF/BK,NO,28185,27338.5,26492.0,L_LESS_500,-4,NO SALES,25992,0,0,-,0,"$25,992",0.0,500.0,0.0,,
HM210297,37,2021,ACCORD,1HGCV1F39MA016740,4D SPORT-T,CV1F3MEW,4,AUTO,WX,BK,28580,26861.62,"$26,112",CV1F3MEW+,CV1F3MEW+WX/BK,NO,28580,27721,26862.0,l_Less_750,-8,NO SALES,26112,0,0,-,0,"$26,112",0.0,500.0,0.0,,
HM210298,37,2021,CRV,2HKRW2H83MH605294,AWD EXL-T,RW2H8MJNW,4,AUTO,BK,BK,33070,31074.6,"$31,075",RW2H8MJNW,RW2H8MJNWBK/BK,NO,33070,32072.5,31075.0,L,-11,NO SALES,31075.0,0,0,-,0,"$31,075",0.0,500.0,0.0,,
HM210299,37,2021,CIVIC,2HGFC2F87MH517065,4D SPORT,FC2F8MEW,4,AUTO,WX,BK,24200,23001.58,"$22,752",FC2F8MEW+,FC2F8MEW+WX/BK,NO,24200,23601,23002.0,L_LESS_250,-5,NO SALES,22752,0,0,-,0,"$22,752",0.0,500.0,0.0,,
HM210300,37,2021,CRV,2HKRW2H9XMH605835,AWD TRG-T,RW2H9MKNW,4,AUTO,GX,GR,36270,33526.58,"$33,527",RW2H9MKNW,RW2H9MKNWGX/GR,NO,36270,34898.5,33527.0,L,-8,NO SALES,33527.0,0,0,-,0,"$33,527",0.0,500.0,0.0,,
HM210305,37,2021,CRV,2HKRW2H53MH606659,AWD EX-T,RW2H5MJW,4,AUTO,WX,BK,30875,29020.19,"$29,020",RW2H5MJW+,RW2H5MJW+WX/BK,NO,30875,29947.5,29020.0,L,-18,NO SALES,29020.0,0,0,-,0,"$29,020",0.0,500.0,0.0,,
HM210302,36,2021,CIVIC,2HGFC2F61MH518131,4D LX,FC2F6MEW,4,AUTO,BT,BK,22005,21032.97,"$21,276",FC2F6MEW,FC2F6MEWBT/BK,NO,22005,21519,21033.0,FL,-4,NO SALES,21276,0,0,-,0,"$21,276",0.0,500.0,0.0,,
HM210303,36,2021,ACCORD,1HGCV1F36MA017876,4D SPORT-T,CV1F3MEW,4,AUTO,BK,BK,28185,26491.92,"$25,992",CV1F3MEW,CV1F3MEWBK/BK,NO,28185,27338.5,26492.0,L_LESS_500,-4,NO SALES,25992,0,0,-,0,"$25,992",0.0,500.0,0.0,,
HM210304,36,2021,ACCORD,1HGCV1F36MA018641,4D SPORT-T,CV1F3MEW,4,AUTO,WX,BK,28580,26861.62,"$26,112",CV1F3MEW+,CV1F3MEW+WX/BK,NO,28580,27721,26862.0,l_Less_750,-8,NO SALES,26112,0,0,-,0,"$26,112",0.0,500.0,0.0,,
HM210306,36,2021,CRV,2HKRW2H80MH606354,AWD EXL-T,RW2H8MJNW,4,AUTO,BK,BK,33070,31074.6,"$31,075",RW2H8MJNW,RW2H8MJNWBK/BK,NO,33070,32072.5,31075.0,L,-11,NO SALES,31075.0,0,0,-,0,"$31,075",0.0,500.0,0.0,,
