Stock Number,Days,Year,Model,VIN,Trim,Model Code,Cylinders,Trans,Color,Color Code,MSRP,Invoice,E-Price,Model Code_Key,SKU,KBB AVAIL,KBB_HIGH,KBB_FAIR,KBB_LOW,Strategy,+/-,Color DS,BASE E-Price,Age Discount,DEMO Discount,Accessories,Accessories Cost,E-Price2,DC_CASH,DC_LEASE,DC_FINANCE,,
HM210310,36,2021,CRV,2HKRW2H56MH607076,AWD EX-T,RW2H5MJW,4,AUTO,GY,BK,30480,28650.49,"$28,650",RW2H5MJW,RW2H5MJWGY/BK,NO,30480,29565,28650.0,L,-14,600.00,28650.0,0,0,-,0,"$28,650",0.0,500.0,0.0,,
HM210313,36,2021,CRV,2HKRW2H56MH607532,AWD EX-T,RW2H5MJW,4,AUTO,GA,BK,30875,29020.19,"$29,020",RW2H5MJW+,RW2H5MJW+GA/BK,NO,30875,29947.5,29020.0,L,-18,NO SALES,29020.0,0,0,-,0,"$29,020",0.0,500.0,0.0,,
HM210314,36,2021,CRV,2HKRW2H58MH607533,AWD EX-T,RW2H5MJW,4,AUTO,GA,BK,30875,29020.19,"$29,020",RW2H5MJW+,RW2H5MJW+GA/BK,NO,30875,29947.5,29020.0,L,-18,NO SALES,29020.0,0,0,-,0,"$29,020",0.0,500.0,0.0,,
HM210315,36,2021,CRV,2HKRW2H86MH607024,AWD EXL-T,RW2H8MJNW,4,AUTO,BK,BK,33070,31074.6,"$31,075",RW2H8MJNW,RW2H8MJNWBK/BK,NO,33070,32072.5,31075.0,L,-11,NO SALES,31075.0,0,0,-,0,"$31,075",0.0,500.0,0.0,,
HM210320,36,2021,CIVICH,SHHFK7H48MU205866,SPORT,FK7H4MEW,4,AUTO,RE,BK,24855,23621.38,"$23,621",FK7H4MEW,FK7H4MEWRE/BK,NO,24855,24238,23621.0,L,-6,NO SALES,23621.0,0,0,-,0,"$23,621",0.0,500.0,0.0,,
HM210321,36,2021,CIVICH,SHHFK7H65MU206054,EX,FK7H6MJW,4,AUTO,BK,BK,25455,24189.13,"$24,189",FK7H6MJW,FK7H6MJWBK/BK,NO,25455,24822,24189.0,L,-4,NO SALES,24189.0,0,0,-,0,"$24,189",0.0,500.0,0.0,,
HM210355,29,2021,CIVICH,SHHFK7H6XMU204493,EX,FK7H6MJW,4,AUTO,WX,BK,25850,24562.9,"$24,313",FK7H6MJW+,FK7H6MJW+WX/BK,NO,25850,25206.5,24563.0,L_LESS_250,-2,NO SALES,24313,0,0,-,0,"$24,313",0.0,500.0,0.0,,
HM202195,28,2020,RIDGELINE,5FPYK3F1XLB028139,AWD SPORT,YK3F1LEW,6,AUTO,WX,BK,37260,34158.33,"$34,183",YK3F1LEW,YK3F1LEWWX/BK,YES,36324,34896.5,33469.0,FL,0,240.00,34182.75,0,0,-,0,"$34,183",0.0,0.0,0.0,,
HM202196,28,2020,RIDGELINE,5FPYK3F52LB027974,AWD RTL,YK3F5LJNW,6,AUTO,WY,BE,39940,36602.76,"$36,502",YK3F5LJNW,YK3F5LJNWWY/BE,YES,38799,37267.5,35736.0,FL,-5,NO SALES,36501.75,0,0,-,0,"$36,502",0.0,0.0,0.0,,
HM210291,28,2021,PILOT,5FNYF6H52MB038423,AWD EXL,YF6H5MJNW,6,AUTO,GY,BK,41480,38007.4,"$36,348",YF6H5MJNW,YF6H5MJNWGY/BK,YES,39717,38032.5,36348.0,L,1,60.00,36348.0,0,0,-,0,"$36,348",1250.0,0.0,0.0,,
HM210322,28,2021,CIVIC,19XFC1F30ME002417,4D EX-T,FC1F3MJW,4,AUTO,BI,GR,25550,24279.02,"$24,029",FC1F3MJW+,FC1F3MJW+BI/GR,NO,25550,24914.5,24279.0,L_LESS_250,-5,NO SALES,24029,0,0,-,0,"$24,029",0.0,500.0,0.0,,
HM210324,28,2021,INSIGHT,19XZE4F56ME006885,4D EX,ZE4F5MEW,4,AUTO,RN,IV,26160,24364.79,"$23,769",ZE4F5MEW+,ZE4F5MEW+RN/IV,YES,25225,24254.5,23284.0,FL,-3,NO SALES,23769.25,0,0,-,0,"$23,769",500.0,0.0,500.0,,
HM210334,28,2021,CRVHYB,7FART6H92ME001120,HYBRID TRG,RT6H9MKNW,4,AUTO,BS,GR,37470,34631.18,"$36,051",RT6H9MKNW,RT6H9MKNWBS/GR,NO,37470,36050.5,34631.0,F,-4,NO SALES,36050.5,0,0,-,0,"$36,051",0.0,500.0,0.0,,
HM210335,28,2021,CIVIC,2HGFC2F64MH521539,4D LX,FC2F6MEW,4,AUTO,WY,IV,22400,21406.74,"$21,407",FC2F6MEW+,FC2F6MEW+WY/IV,NO,22400,21903.5,21407.0,L,-7,NO SALES,21407.0,0,0,-,0,"$21,407",0.0,500.0,0.0,,
HM210339,28,2021,CRV,2HKRW2H53MH609562,AWD EX-T,RW2H5MJW,4,AUTO,GY,BK,30480,28650.49,"$28,650",RW2H5MJW,RW2H5MJWGY/BK,NO,30480,29565,28650.0,L,-14,600.00,28650.0,0,0,-,0,"$28,650",0.0,500.0,0.0,,
HM210340,28,2021,CRV,2HKRW2H86MH608514,AWD EXL-T,RW2H8MJNW,4,AUTO,GY,BK,33070,31074.6,"$31,075",RW2H8MJNW,RW2H8MJNWGY/BK,NO,33070,32072.5,31075.0,L,-11,300.00,31075.0,0,0,-,0,"$31,075",0.0,500.0,0.0,,
HM210365,28,2021,ACCORD HYBRID,1HGCV3F13MA002956,HYBRID,CV3F1MEW,4,AUTO,GY,BK,27325,26094.42,"$26,402",CV3F1MEW,CV3F1MEWGY/BK,NO,27325,26709.5,26094.0,FL,-1,NO SALES,26401.75,0,0,-,0,"$26,402",0.0,500.0,500.0,,
HM210372,28,2021,CRV,2HKRW2H53MH609898,AWD EX-T,RW2H5MJW,4,AUTO,GA,BK,30875,29020.19,"$29,020",RW2H5MJW+,RW2H5MJW+GA/BK,NO,30875,29947.5,29020.0,L,-18,NO SALES,29020.0,0,0,-,0,"$29,020",0.0,500.0,0.0,,
HM210373,28,2021,CRV,2HKRW2H5XMH610014,AWD EX-T,RW2H5MJW,4,AUTO,WX,BK,30875,29020.19,"$29,020",RW2H5MJW+,RW2H5MJW+WX/BK,NO,30875,29947.5,29020.0,L,-18,NO SALES,29020.0,0,0,-,0,"$29,020",0.0,500.0,0.0,,
HM210374,28,2021,CRV,2HKRW2H56MH609748,AWD EX-T,RW2H5MJW,4,AUTO,WX,BK,30875,29020.19,"$29,020",RW2H5MJW+,RW2H5MJW+WX/BK,NO,30875,29947.5,29020.0,L,-18,NO SALES,29020.0,0,0,-,0,"$29,020",0.0,500.0,0.0,,
HM210383,28,2021,CRV,2HKRW2H98MH610371,AWD TRG-T,RW2H9MKNW,4,AUTO,GA,BK,36665,33896.28,"$33,896",RW2H9MKNW+,RW2H9MKNW+GA/BK,NO,36665,35280.5,33896.0,L,-3,NO SALES,33896.0,0,0,-,0,"$33,896",0.0,500.0,0.0,,
HM210263,26,2021,ODYSSEY,5FNRL6H55MB029857,EX,RL6H5MEXW,6,AUTO,BS,GR,36310,33925.85,"$32,539",RL6H5MEXW,RL6H5MEXWBS/GR,YES,35278,33908.5,32539.0,L,-5,NO SALES,32539.0,0,0,-,0,"$32,539",0.0,1000.0,0.0,,
HM210264,26,2021,PILOT,5FNYF6H38MB035864,AWD EX,YF6H3MEXW,6,AUTO,SX,GR,38050,34878.89,"$34,830",YF6H3MEXW,YF6H3MEXWSX/GR,YES,36372,34829.5,33287.0,F,0,180.00,34829.5,0,0,-,0,"$34,830",1250.0,0.0,0.0,,
HM210280,26,2021,PASSPORT,5FNYF8H28MB006433,AWD SPORT,YF8H2MEW,6,AUTO,SI,BK,35710,33367.37,"$33,653",YF8H2MEW,YF8H2MEWSI/BK,YES,34908,33652.5,32397.0,F,-1,NO SALES,33652.5,0,0,-,0,"$33,653",0.0,500.0,0.0,,
HM210290,26,2021,ODYSSEY,5FNRL6H71MB032823,EXL,RL6H7MJXW,6,AUTO,WX,BK,39975,37337.24,"$35,766",RL6H7MJXW+,RL6H7MJXW+WX/BK,YES,38785,37275.5,35766.0,L,-3,120.00,35766.0,0,0,-,0,"$35,766",0.0,1000.0,0.0,,
HM210328,26,2021,CRVHYB,7FART6H99ME001146,HYBRID TRG,RT6H9MKNW,4,AUTO,GY,BK,37470,34631.18,"$36,051",RT6H9MKNW,RT6H9MKNWGY/BK,NO,37470,36050.5,34631.0,F,-4,NO SALES,36050.5,0,0,-,0,"$36,051",0.0,500.0,0.0,,
HM210348,26,2021,CIVIC,2HGFC2F81MH522598,4D SPORT,FC2F8MEW,4,AUTO,WX,BK,24200,23001.58,"$22,752",FC2F8MEW+,FC2F8MEW+WX/BK,NO,24200,23601,23002.0,L_LESS_250,-5,NO SALES,22752,0,0,-,0,"$22,752",0.0,500.0,0.0,,
HM210349,26,2021,CIVIC,2HGFC2F88MH522551,4D SPORT,FC2F8MEW,4,AUTO,WX,BK,24200,23001.58,"$22,752",FC2F8MEW+,FC2F8MEW+WX/BK,NO,24200,23601,23002.0,L_LESS_250,-5,NO SALES,22752,0,0,-,0,"$22,752",0.0,500.0,0.0,,
HM210369,26,2021,CRV,2HKRW2H54MH610428,AWD EX-T,RW2H5MJW,4,AUTO,GY,BK,30480,28650.49,"$28,650",RW2H5MJW,RW2H5MJWGY/BK,NO,30480,29565,28650.0,L,-14,600.00,28650.0,0,0,-,0,"$28,650",0.0,500.0,0.0,,
HM202178,23,2020,RIDGELINE,5FPYK3F50LB026726,AWD RTL,YK3F5LJNW,6,AUTO,WY,BE,39940,36602.76,"$36,502",YK3F5LJNW,YK3F5LJNWWY/BE,YES,38799,37267.5,35736.0,FL,-5,NO SALES,36501.75,0,0,-,0,"$36,502",0.0,0.0,0.0,,
HM202197,23,2020,RIDGELINE,5FPYK3F12LB028135,AWD SPORT,YK3F1LEW,6,AUTO,WX,BK,37260,34158.33,"$34,183",YK3F1LEW,YK3F1LEWWX/BK,YES,36324,34896.5,33469.0,FL,0,240.00,34182.75,0,0,-,0,"$34,183",0.0,0.0,0.0,,
HM210283,23,2021,PILOT,5FNYF6H54MB037290,AWD EXL,YF6H5MJNW,6,AUTO,WX,BK,41875,38367.68,"$36,444",YF6H5MJNW+,YF6H5MJNW+WX/BK,YES,40095,38394.5,36694.0,L_LESS_250,-4,120.00,36444,0,0,-,0,"$36,444",1250.0,0.0,0.0,,
HM210307,23,2021,ODYSSEY,5FNRL6H54MB033799,EX,RL6H5MEXW,6,AUTO,BS,GR,36310,33925.85,"$32,539",RL6H5MEXW,RL6H5MEXWBS/GR,YES,35278,33908.5,32539.0,L,-5,NO SALES,32539.0,0,0,-,0,"$32,539",0.0,1000.0,0.0,,
HM210308,23,2021,PILOT,5FNYF6H59MB039472,AWD EXL,YF6H5MJNW,6,AUTO,WY,BE,41875,38367.68,"$36,444",YF6H5MJNW+,YF6H5MJNW+WY/BE,YES,40095,38394.5,36694.0,L_LESS_250,-4,360.00,36444,0,0,-,0,"$36,444",1250.0,0.0,0.0,,
HM210309,23,2021,PILOT,5FNYF6H73MB039601,AWD BLACK ED,YF6H7MKXW,6,AUTO,BK,BK,51040,46727.08,"$46,915",YF6H7MKXW,YF6H7MKXWBK/BK,YES,48988,46914.5,44841.0,F,2,40.00,46914.5,0,0,-,0,"$46,915",1250.0,0.0,0.0,,
HM210318,23,2021,PILOT,5FNYF6H34MB039071,AWD EX,YF6H3MEXW,6,AUTO,WY,BE,38445,35239.17,"$34,412",YF6H3MEXW+,YF6H3MEXW+WY/BE,YES,36751,35191.5,33632.0,FL,4,60.00,34411.75,0,0,-,0,"$34,412",1250.0,0.0,0.0,,
HM210327,23,2021,CRVHYB,7FART6H95ME000012,HYBRID TRG,RT6H9MKNW,4,AUTO,BK,BK,37470,34631.18,"$36,051",RT6H9MKNW,RT6H9MKNWBK/BK,NO,37470,36050.5,34631.0,F,-4,NO SALES,36050.5,0,0,-,0,"$36,051",0.0,500.0,0.0,,
HM210377,23,2021,CRVHYB,7FART6H59ME001872,HYBRID EX,RT6H5MJW,4,AUTO,RN,GR,32075,30143.33,"$31,109",RT6H5MJW+,RT6H5MJW+RN/GR,NO,32075,31109,30143.0,F,-4,NO SALES,31109,0,0,-,0,"$31,109",0.0,500.0,0.0,,
HM202198,22,2020,RIDGELINE,5FPYK3F55LB028469,AWD RTL,YK3F5LJNW,6,AUTO,WX,BK,39940,36602.76,"$36,502",YK3F5LJNW,YK3F5LJNWWX/BK,YES,38799,37267.5,35736.0,FL,-5,60.00,36501.75,0,0,-,0,"$36,502",0.0,0.0,0.0,,
HM210311,22,2021,CRV,2HKRW2H53MH607729,AWD EX-T,RW2H5MJW,4,AUTO,GY,BK,30480,28650.49,"$28,650",RW2H5MJW,RW2H5MJWGY/BK,NO,30480,29565,28650.0,L,-14,600.00,28650.0,0,0,-,0,"$28,650",0.0,500.0,0.0,,
HM210312,22,2021,CRV,2HKRW2H80MH607679,AWD EXL-T,RW2H8MJNW,4,AUTO,WX,BK,33465,31444.3,"$31,444",RW2H8MJNW+,RW2H8MJNW+WX/BK,NO,33465,32454.5,31444.0,L,-11,NO SALES,31444.0,0,0,-,0,"$31,444",0.0,500.0,0.0,,
HM210325,22,2021,ACCORD,1HGCV2F31MA001753,4D SPORT-2T,CV2F3MJW,4,AUTO,RF,BK,32865,30872.16,"$30,622",CV2F3MJW,CV2F3MJWRF/BK,NO,32865,31868.5,30872.0,L_LESS_250,-1,NO SALES,30622,0,0,-,0,"$30,622",0.0,500.0,0.0,,
HM210326,22,2021,ACCORD,1HGCV1F17MA018792,4D LX-T,CV1F1MEW,4,AUTO,WY,IV,26120,24941.88,"$24,442",CV1F1MEW+,CV1F1MEW+WY/IV,NO,26120,25531,24942.0,L_Less_500,-5,NO SALES,24442,0,0,-,0,"$24,442",0.0,500.0,0.0,,
HM210331,22,2021,CRV,2HKRW2H51MH608541,AWD EX-T,RW2H5MJW,4,AUTO,WX,BK,30875,29020.19,"$29,020",RW2H5MJW+,RW2H5MJW+WX/BK,NO,30875,29947.5,29020.0,L,-18,NO SALES,29020.0,0,0,-,0,"$29,020",0.0,500.0,0.0,,
HM210332,22,2021,CRV,2HKRW2H55MH608395,AWD EX-T,RW2H5MJW,4,AUTO,WX,BK,30875,29020.19,"$29,020",RW2H5MJW+,RW2H5MJW+WX/BK,NO,30875,29947.5,29020.0,L,-18,NO SALES,29020.0,0,0,-,0,"$29,020",0.0,500.0,0.0,,
HM210346,22,2021,CIVIC,2HGFC2F6XMH522680,4D LX,FC2F6MEW,4,AUTO,BT,BK,22005,21032.97,"$21,276",FC2F6MEW,FC2F6MEWBT/BK,NO,22005,21519,21033.0,FL,-4,NO SALES,21276,0,0,-,0,"$21,276",0.0,500.0,0.0,,
HM210370,22,2021,CRV,2HKRW2H50MH611401,AWD EX-T,RW2H5MJW,4,AUTO,GY,BK,30480,28650.49,"$28,650",RW2H5MJW,RW2H5MJWGY/BK,NO,30480,29565,28650.0,L,-14,600.00,28650.0,0,0,-,0,"$28,650",0.0,500.0,0.0,,
HM210371,22,2021,CRV,2HKRW2H51MH611410,AWD EX-T,RW2H5MJW,4,AUTO,GY,BK,30480,28650.49,"$28,650",RW2H5MJW,RW2H5MJWGY/BK,NO,30480,29565,28650.0,L,-14,600.00,28650.0,0,0,-,0,"$28,650",0.0,500.0,0.0,,
HM210378,22,2021,CRV,2HKRW2H84MH611704,AWD EXL-T,RW2H8MJNW,4,AUTO,GY,BK,33070,31074.6,"$31,075",RW2H8MJNW,RW2H8MJNWGY/BK,NO,33070,32072.5,31075.0,L,-11,300.00,31075.0,0,0,-,0,"$31,075",0.0,500.0,0.0,,
HM210382,22,2021,CRV,2HKRW2H97MH611446,AWD TRG-T,RW2H9MKNW,4,AUTO,GX,GR,36270,33526.58,"$33,527",RW2H9MKNW,RW2H9MKNWGX/GR,NO,36270,34898.5,33527.0,L,-8,NO SALES,33527.0,0,0,-,0,"$33,527",0.0,500.0,0.0,,
HM210401S,22,2021,PILOT,5FNYF6H25MB022142,AWD SE,YF6H2MJNW,6,AUTO,SX,GR,42080,37121.06,"$37,463",YF6H2MJNW,YF6H2MJNWSX/GR,YES,40026,38317.5,36609.0,FL,1,30.00,37463.25,0,0,-,0,"$37,463",1250.0,0.0,0.0,,
HM202200,21,2020,RIDGELINE,5FPYK3F51LB029277,AWD RTL,YK3F5LJNW,6,AUTO,SX,GR,39940,36602.76,"$36,502",YK3F5LJNW,YK3F5LJNWSX/GR,YES,38799,37267.5,35736.0,FL,-5,NO SALES,36501.75,0,0,-,0,"$36,502",0.0,0.0,0.0,,
HM210347,21,2021,CIVIC,2HGFC2F88MH524431,4D SPORT,FC2F8MEW,4,AUTO,BK,BK,23805,22627.81,"$22,628",FC2F8MEW,FC2F8MEWBK/BK,NO,23805,23216.5,22628.0,L,-3,NO SALES,22628.0,0,0,-,0,"$22,628",0.0,500.0,0.0,,
HM210364,21,2021,ACCORD,1HGCV1F19MA023511,4D LX-T,CV1F1MEW,4,AUTO,WY,IV,26120,24941.88,"$24,442",CV1F1MEW+,CV1F1MEW+WY/IV,NO,26120,25531,24942.0,L_Less_500,-5,NO SALES,24442,0,0,-,0,"$24,442",0.0,500.0,0.0,,
HM210366,21,2021,ACCORD,1HGCV1F55MA023282,EXL-T,CV1F5MJNW,4,AUTO,WY,IV,32440,30474.39,"$29,474",CV1F5MJNW+,CV1F5MJNW+WY/IV,NO,32440,31457,30474.0,L_Less_1000,-2,NO SALES,29474,0,0,-,0,"$29,474",0.0,500.0,0.0,,
HM210368,21,2021,CRV,2HKRW2H57MH612903,AWD EX-T,RW2H5MJW,4,AUTO,GX,GR,30480,28650.49,"$28,650",RW2H5MJW,RW2H5MJWGX/GR,NO,30480,29565,28650.0,L,-14,NO SALES,28650.0,0,0,-,0,"$28,650",0.0,500.0,0.0,,
HM210376,21,2021,CRV,2HKRW2H55MH612804,AWD EX-T,RW2H5MJW,4,AUTO,GA,BK,30875,29020.19,"$29,020",RW2H5MJW+,RW2H5MJW+GA/BK,NO,30875,29947.5,29020.0,L,-18,NO SALES,29020.0,0,0,-,0,"$29,020",0.0,500.0,0.0,,
HM210385,21,2021,CRV,2HKRW2H98MH612072,AWD TRG-T,RW2H9MKNW,4,AUTO,RN,GR,36665,33896.28,"$33,896",RW2H9MKNW+,RW2H9MKNW+RN/GR,NO,36665,35280.5,33896.0,L,-3,240.00,33896.0,0,0,-,0,"$33,896",0.0,500.0,0.0,,
HM210386,21,2021,CRV,2HKRW2H91MH612138,AWD TRG-T,RW2H9MKNW,4,AUTO,RN,GR,36665,33896.28,"$33,896",RW2H9MKNW+,RW2H9MKNW+RN/GR,NO,36665,35280.5,33896.0,L,-3,240.00,33896.0,0,0,-,0,"$33,896",0.0,500.0,0.0,,
HM210411,21,2021,INSIGHT,19XZE4F9XME007668,4D TOURING,ZE4F9MKNW,4,AUTO,BF,IV,30190,28095.76,"$27,625",ZE4F9MKNW+,ZE4F9MKNW+BF/IV,YES,29303,28184.5,27066.0,FL,-1,NO SALES,27625.25,0,0,-,0,"$27,625",500.0,0.0,500.0,,
HM210341,20,2021,PASSPORT,5FNYF8H58MB007740,AWD EXL,YF8H5MJNW,6,AUTO,GY,BK,39730,37109.19,"$37,445",YF8H5MJNW,YF8H5MJNWGY/BK,YES,38841,37444.5,36048.0,F,1,120.00,37444.5,0,0,-,0,"$37,445",0.0,500.0,0.0,,
HM210351,20,2021,CIVIC,19XFC1F34ME002601,4D EX-T,FC1F3MJW,4,AUTO,GY,BK,25155,23905.25,"$23,905",FC1F3MJW,FC1F3MJWGY/BK,NO,25155,24530,23905.0,L,-2,NO SALES,23905.0,0,0,-,0,"$23,905",0.0,500.0,0.0,,
HM210356,20,2021,CIVIC SEDAN,19XFC1F70ME002677,4D EXL-T,FC1F7MJNW,4,AUTO,BK,BK,26355,25040.75,"$25,370",FC1F7MJNW,FC1F7MJNWBK/BK,NO,26355,25698,25041.0,FL,-1,NO SALES,25369.5,0,0,-,0,"$25,370",0.0,500.0,0.0,,
HM210367,20,2021,ACCORD HYBRID,1HGCV3F95MA003662,HYBRID TRG,CV3F9MKNW,4,AUTO,SI,BK,37195,34364.92,"$35,780",CV3F9MKNW,CV3F9MKNWSI/BK,NO,37195,35780,34365.0,F,-1,NO SALES,35780,0,0,-,0,"$35,780",0.0,500.0,500.0,,
HM210375,20,2021,CRV,2HKRW2H58MH612781,AWD EX-T,RW2H5MJW,4,AUTO,GA,BK,30875,29020.19,"$29,020",RW2H5MJW+,RW2H5MJW+GA/BK,NO,30875,29947.5,29020.0,L,-18,NO SALES,29020.0,0,0,-,0,"$29,020",0.0,500.0,0.0,,
HM210379,20,2021,CRV,2HKRW2H85MH612943,AWD EXL-T,RW2H8MJNW,4,AUTO,RN,GR,33465,31444.3,"$31,444",RW2H8MJNW+,RW2H8MJNW+RN/GR,NO,33465,32454.5,31444.0,L,-11,NO SALES,31444.0,0,0,-,0,"$31,444",0.0,500.0,0.0,,
HM210380,20,2021,CRV,2HKRW2H81MH612664,AWD EXL-T,RW2H8MJNW,4,AUTO,GA,BK,33465,31444.3,"$31,444",RW2H8MJNW+,RW2H8MJNW+GA/BK,NO,33465,32454.5,31444.0,L,-11,NO SALES,31444.0,0,0,-,0,"$31,444",0.0,500.0,0.0,,
HM210384,20,2021,CRV,2HKRW2H99MH612131,AWD TRG-T,RW2H9MKNW,4,AUTO,RN,GR,36665,33896.28,"$33,896",RW2H9MKNW+,RW2H9MKNW+RN/GR,NO,36665,35280.5,33896.0,L,-3,240.00,33896.0,0,0,-,0,"$33,896",0.0,500.0,0.0,,
HM202117,19,2020,FIT,3HGGK5H47LM732495,LX,GK5H4LEW,4,AUTO,WX,BK,17945,17494.33,"$15,525",GK5H4LEW,GK5H4LEWWX/BK,YES,17550,17037.5,16525.0,L_Less_1000,-7,NO SALES,15525,0,0,-,0,"$15,525",500.0,0.0,0.0,,
HM202140,19,2020,FIT,3HGGK5H47LM732285,LX,GK5H4LEW,4,AUTO,GY,BK,17945,17494.33,"$15,525",GK5H4LEW,GK5H4LEWGY/BK,YES,17550,17037.5,16525.0,L_Less_1000,-7,NO SALES,15525,0,0,-,0,"$15,525",500.0,0.0,0.0,,
HM202141,19,2020,FIT,3HGGK5H40LM732628,LX,GK5H4LEW,4,AUTO,WX,BK,17945,17494.33,"$15,525",GK5H4LEW,GK5H4LEWWX/BK,YES,17550,17037.5,16525.0,L_Less_1000,-7,NO SALES,15525,0,0,-,0,"$15,525",500.0,0.0,0.0,,
HM210125,19,2021,HRV,3CZRU6H72MM703466,AWD EXL,RU6H7MJNW,4,AUTO,SI,BK,28440,27022.55,"$26,657",RU6H7MJNW,RU6H7MJNWSI/BK,YES,28362,27509.5,26657.0,L,-5,NO SALES,26657.0,0,0,-,0,"$26,657",0.0,750.0,0.0,,
HM210146,19,2021,HRV,3CZRU6H16MM704650,AWD SPORT,RU6H1MEW,4,AUTO,BK,BK,25590,24325.74,"$24,061",RU6H1MEW,RU6H1MEWBK/BK,YES,25596,24828.5,24061.0,L,-4,NO SALES,24061.0,0,0,-,0,"$24,061",0.0,750.0,0.0,,
HM210147,19,2021,HRV,3CZRU6H53MM705354,AWD EX,RU6H5MJW,4,AUTO,GE,BK,27235,25882.32,"$25,063",RU6H5MJW+,RU6H5MJW+GE/BK,YES,26698,25880.5,25063.0,L,-3,NO SALES,25063.0,0,0,-,0,"$25,063",0.0,750.0,0.0,,
HM210154,19,2021,HRV,3CZRU6H12MM705763,AWD SPORT,RU6H1MEW,4,AUTO,BK,BK,25590,24325.74,"$24,061",RU6H1MEW,RU6H1MEWBK/BK,YES,25596,24828.5,24061.0,L,-4,NO SALES,24061.0,0,0,-,0,"$24,061",0.0,750.0,0.0,,
HM210160,19,2021,HRV,3CZRU6H71MM705418,AWD EXL,RU6H7MJNW,4,AUTO,BK,BK,28440,27022.55,"$26,657",RU6H7MJNW,RU6H7MJNWBK/BK,YES,28362,27509.5,26657.0,L,-5,120.00,26657.0,0,0,-,0,"$26,657",0.0,750.0,0.0,,
HM210165,19,2021,HRV,3CZRU6H55MM705906,AWD EX,RU6H5MJW,4,AUTO,BK,BK,26840,25508.55,"$24,700",RU6H5MJW,RU6H5MJWBK/BK,YES,26311,25505.5,24700.0,L,-4,NO SALES,24700.0,0,0,-,0,"$24,700",0.0,750.0,0.0,,
HM210206,19,2021,HR-V,3CZRU6H31MM707537,AWD LX,RU6H3MEW,4,AUTO,GY,BK,23640,22596.53,"$22,109",RU6H3MEW,RU6H3MEWGY/BK,YES,23528,22818.5,22109.0,L,-12,NO SALES,22109.0,0,0,-,0,"$22,109",0.0,750.0,0.0,,
HM210208,19,2021,HRV,3CZRU6H17MM707461,AWD SPORT,RU6H1MEW,4,AUTO,BT,BK,25590,24325.74,"$24,061",RU6H1MEW,RU6H1MEWBT/BK,YES,25596,24828.5,24061.0,L,-4,NO SALES,24061.0,0,0,-,0,"$24,061",0.0,750.0,0.0,,
HM210209,19,2021,HRV,3CZRU6H11MM707214,AWD SPORT,RU6H1MEW,4,AUTO,WX,BK,25985,24699.51,"$24,433",RU6H1MEW+,RU6H1MEW+WX/BK,YES,25992,25212.5,24433.0,L,0,60.00,24433.0,0,0,-,0,"$24,433",0.0,750.0,0.0,,
HM210213,19,2021,HR-V,3CZRU6H32MM708177,AWD LX,RU6H3MEW,4,AUTO,WY,GR,24035,22970.3,"$22,478",RU6H3MEW+,RU6H3MEW+WY/GR,YES,23921,23199.5,22478.0,L,-2,NO SALES,22478.0,0,0,-,0,"$22,478",0.0,750.0,0.0,,
HM210214,19,2021,HR-V,3CZRU6H32MM708180,AWD LX,RU6H3MEW,4,AUTO,WY,GR,24035,22970.3,"$22,478",RU6H3MEW+,RU6H3MEW+WY/GR,YES,23921,23199.5,22478.0,L,-2,NO SALES,22478.0,0,0,-,0,"$22,478",0.0,750.0,0.0,,
HM210227,19,2021,HR-V,3CZRU6H3XMM708847,AWD LX,RU6H3MEW,4,AUTO,GY,BK,23640,22596.53,"$22,109",RU6H3MEW,RU6H3MEWGY/BK,YES,23528,22818.5,22109.0,L,-12,NO SALES,22109.0,0,0,-,0,"$22,109",0.0,750.0,0.0,,
HM210232,19,2021,HR-V,3CZRU6H36MM708845,AWD LX,RU6H3MEW,4,AUTO,GY,BK,23640,22596.53,"$22,109",RU6H3MEW,RU6H3MEWGY/BK,YES,23528,22818.5,22109.0,L,-12,NO SALES,22109.0,0,0,-,0,"$22,109",0.0,750.0,0.0,,
HM202006,16,2020,CIVIC,19XFC1F37LE022758,4D EX-T,FC1F3LJW,4,AUTO,GX,GR,24905,23202.91,"$22,401",FC1F3LJW,FC1F3LJWGX/GR,YES,24234,23317.5,22401.0,L,3,NO SALES,22401.0,0,0,-,0,"$22,401",0.0,500.0,0.0,,
HM202189,16,2020,RIDGELINE,5FPYK3F1XLB027511,AWD SPORT,YK3F1LEW,6,AUTO,SI,BK,37260,34158.33,"$34,183",YK3F1LEW,YK3F1LEWSI/BK,YES,36324,34896.5,33469.0,FL,0,120.00,34182.75,0,0,-,0,"$34,183",0.0,0.0,0.0,,
HM210250,16,2021,CRV,2HKRW2H95MH601417,AWD TRG-T,RW2H9MKNW,4,AUTO,RN,GR,36665,33896.28,"$33,896",RW2H9MKNW+,RW2H9MKNW+RN/GR,NO,36665,35280.5,33896.0,L,-3,240.00,33896.0,0,0,-,0,"$33,896",0.0,500.0,0.0,,
HM210289,16,2021,ODYSSEY,5FNRL6H53MB032420,EX,RL6H5MEXW,6,AUTO,SV,BN,36310,33925.85,"$32,539",RL6H5MEXW,RL6H5MEXWSV/BN,YES,35278,33908.5,32539.0,L,-5,NO SALES,32539.0,0,0,-,0,"$32,539",0.0,1000.0,0.0,,
